S,AP,F,I,A,W,L,a,b,R
#,15,SEH,05,6332,82.426,82.426,23.107,10,RL
#,15,SIW,05,6332,82.426,82.426,23.107,10,RL
#,15,BEH,20,6332,82.426,82.426,23.107,10,RL
#,15,BEF,20,6332,82.426,82.426,23.107,10,RL
#,15,BIF,20,6332,82.426,82.426,23.107,10,RL
#,15,CEV,20,6332,82.426,82.426,23.107,10,RL
#,15,CIV,20,6332,82.426,82.426,23.107,10,RL
#,15,CIB,20,6332,82.426,82.426,23.107,10,RL
#,15,SEV,20,6332,82.426,82.426,23.107,10,RL
#,15,SIV,20,6332,82.426,82.426,23.107,10,RL
#,15,SIH,20,6332,82.426,82.426,23.107,10,RL
#,15,SEH,20,6332,82.426,82.426,23.107,10,RL
#,15,SIW,20,6332,82.426,82.426,23.107,10,RL
#,45,BUI,00,52685,232.154,232.154,60.538,10,RL
#,45,CUI,00,52685,232.154,232.154,60.538,10,RL
#,45,SUI,00,52685,232.154,232.154,60.538,10,RL
#,45,BEH,05,52685,232.154,232.154,60.538,10,RL
#,45,BEF,05,52685,232.154,232.154,60.538,10,RL
#,45,BIF,05,52685,232.154,232.154,60.538,10,RL
#,45,CEV,05,52685,232.154,232.154,60.538,10,RL
#,45,CIV,05,52685,232.154,232.154,60.538,10,RL
#,45,CIB,05,52685,232.154,232.154,60.538,10,RL
#,45,SEV,05,52685,232.154,232.154,60.538,10,RL
#,45,SIV,05,52685,232.154,232.154,60.538,10,RL
#,45,SIH,05,52685,232.154,232.154,60.538,10,RL
#,45,SEH,05,52685,232.154,232.154,60.538,10,RL
#,45,SIW,05,52685,232.154,232.154,60.538,10,RL
#,45,BEH,20,52685,232.154,232.154,60.538,10,RL
#,45,BEF,20,52685,232.154,232.154,60.538,10,RL
#,45,BIF,20,52685,232.154,232.154,60.538,10,RL
#,45,CEV,20,52685,232.154,232.154,60.538,10,RL
#,45,CIV,20,52685,232.154,232.154,60.538,10,RL
#,45,CIB,20,52685,232.154,232.154,60.538,10,RL
#,45,SEV,20,52685,232.154,232.154,60.538,10,RL
#,45,SIV,20,52685,232.154,232.154,60.538,10,RL
#,45,SIH,20,52685,232.154,232.154,60.538,10,RL
#,45,SEH,20,52685,232.154,232.154,60.538,10,RL
#,45,SIW,20,52685,232.154,232.154,60.538,10,RL
